"","chr","chromStart","chromEnd","name","strand","blockCount","blockSizes","blockStarts","RPM.IP.Control","RPM.input.Control","RPM.IP.Treated","RPM.input.Treated","geneID","diff.log2FC","pvalue","fdr","score"
"25","1",101264,101289,25,"+",1,"25","0",7.35418,8.97037,6.06597,5.30333,"AT1G01240",-0.959628552854999,0.000224971876060363,0.000333239148277247,3.64787177004512
"26","1",116061,116186,26,"+",1,"125","0",17.14335,1.89961,0.8877,1.12495,"AT1G01290",-3.5075883740294,7.66340965411851e-10,1.65485988395851e-09,9.11557795823975
"27","1",117108,117308,27,"+",1,"200","0",11.65846,13.87769,8.67977,7.87464,"AT1G01300",-1.38463475677494,7.99995784439624e-11,1.82501161842797e-10,10.0969123015073
"28","1",122677,122702,28,"-",1,"25","0",27.25226,42.21351,75.99728,56.89027,"AT1G01320",0.134326574936105,0.151480986836417,0.172722134432596,0.819641874291807
"29","1",121852,122302,29,"-",1,"450","0",99.04771,104.58396,198.30309,132.82432,"AT1G01320",-1.05043601882141,9.64760501017307e-74,1.3545554457898e-72,73.0155804856158
"30","1",132898,132948,30,"-",1,"50","0",1.10682,0.73874,2.71243,0.40177,"AT1G01340",0.658764794229381,0.413526710009257,0.445034183306087,0.383496433789797
"31","1",132294,132544,31,"-",1,"250","0",37.77931,5.96266,33.19025,5.78545,"AT1G01340",-1.41868355121318,4.52201327927937e-10,9.89453557384219e-10,9.34466816664584
"32","1",137464,137514,32,"+",1,"50","0",12.15038,13.98322,7.39753,6.83005,"AT1G01350",-1.04873594214822,3.01124241465619e-06,5.14227971619007e-06,5.52125428098351
"33","1",137539,137614,33,"+",1,"75","0",22.72662,36.46192,47.73872,30.85574,"AT1G01350",0.113808210759913,0.315110541014847,0.344824107746165,0.501537068650783
"34","1",158314,158389,34,"-",1,"75","0",4.57484,5.43499,3.89603,4.90156,"AT1G01430",-1.80931204424683,2.37964688486201e-09,4.99133788189286e-09,8.62348748299961
"35","1",159852,159927,35,"-",1,"75","0",10.69922,1.1081,0.34522,0.08035,"AT1G01440",-1.01009098953765,0.450111160556461,0.481402310755574,0.346680218547868
"36","1",165642,165742,36,"+",1,"100","0",4.72241,3.27155,5.96734,3.29449,"AT1G01448",-1.1394184496958,0.000676469761986009,0.000964992148519384,3.16975161147747
"37","1",166067,166217,37,"+",1,"150","0",27.0063,3.16601,1.97267,3.21414,"AT1G01448",-3.97451950055467,3.05575066103022e-26,1.38429186571972e-25,25.5148820856188
"38","1",180241,180791,38,"-",1,"550","0",506.77402,341.87663,423.87839,339.65421,"AT1G01490",-0.84747544942036,4.88593042841875e-137,1.57286801462795e-135,136.31105272131
"39","1",189810,189910,39,"+",1,"100","0",13.35558,4.01028,1.33156,2.89273,"AT1G01510",-3.38355971748597,1.02765302684163e-16,3.16771223227129e-16,15.9881534942553
"40","1",189985,190035,40,"+",1,"50","0",5.04216,0.7915,1.77541,0.32141,"AT1G01510",-0.314106048044198,0.712594287336781,0.734472182123437,0.147157663584859
"41","1",198127,198310,41,"+",2,"56,44","0,139",42.79687,70.81316,11.49083,25.47206,"AT1G01540",-2.03212866966879,3.76922895397036e-51,3.41336726082095e-50,50.4237474814345
"42","1",198410,198610,42,"+",1,"200","0",68.59798,3.85198,2.90969,0.64283,"AT1G01540",-2.1973132646965,0.000115217553609681,0.000174557982743331,3.93848135029588
"43","1",200527,200552,43,"+",1,"25","0",11.90442,14.72196,20.61445,11.81196,"AT1G01550",0.195111799886307,0.267010116096769,0.295160238879242,0.57347228439655
"44","1",200577,200602,44,"+",1,"25","0",12.96204,15.7773,20.7624,14.78504,"AT1G01550",-0.215170474544508,0.191731670233623,0.216152278747428,0.717306144442331
"45","1",224010,224060,45,"-",1,"50","0",4.47645,5.38222,4.63578,1.68742,"AT1G01610",0.126568061772102,0.746335191891703,0.766559309853803,0.127066079639106
"46","1",222903,223003,46,"-",1,"100","0",14.26562,11.87255,8.28523,6.50863,"AT1G01610",-1.77540602044239,3.61837827352194e-15,1.03523834336041e-14,14.4414860329666
"47","1",222728,222878,47,"-",1,"150","0",24.6205,22.37316,24.16526,22.9811,"AT1G01610",-2.1451261656698,5.36775834855427e-56,5.40224073623235e-55,55.2702070439292
"48","1",222678,222703,48,"-",1,"25","0",2.92691,3.21878,1.28224,1.44636,"AT1G01610",-2.12824641471233,1.8714063216053e-05,3.01632706157232e-05,4.7278319078112
"49","1",230376,230401,49,"+",1,"25","0",20.19324,21.84549,5.96734,10.12454,"AT1G01630",-1.91195328674085,4.95831487771231e-21,1.83316262932137e-20,20.3046658968278
"50","1",230675,230750,50,"+",1,"75","0",35.91002,6.06819,2.61379,1.28566,"AT1G01630",-1.0173142203464,0.0192433985273734,0.0241200008210294,1.71571822588738
"51","1",234361,234597,51,"-",2,"31,69","0,167",16.30708,21.15952,13.06897,12.21373,"AT1G01650",-0.773298835275089,7.68385758590658e-06,1.27325974382327e-05,5.11442069303316
"52","1",232964,233555,52,"-",3,"333,84,8","0,422,583",113.82985,24.32553,73.4328,15.82964,"AT1G01650",-0.738189185412289,1.39732928423933e-08,2.79406408675806e-08,7.85470123921374
"53","1",241137,241162,53,"-",1,"25","0",1.1806,1.26641,4.83305,1.60707,"AT1G01660",0.249643790082904,0.621314216490042,0.647417540738987,0.206688709041737
"54","1",241012,241087,54,"-",1,"75","0",3.41883,1.89961,4.29057,2.49096,"AT1G01660",-1.36591897704274,0.000739779110531211,0.00105179212568909,3.13089793621218
"55","1",240649,240795,55,"-",2,"23,52","0,94",1.54954,1.42471,5.2769,0.80353,"AT1G01660",1.29149552047659,0.0262575758919315,0.0325192639504817,1.58074537060574
"56","1",265842,266198,56,"+",2,"3,247","0,109",146.91134,18.25734,26.13793,7.71394,"AT1G01710",-1.73714395698993,2.59792208005739e-22,1.0141390179626e-21,21.5853738789399
"57","1",269916,269966,57,"-",1,"50","0",9.51862,2.11068,1.97267,1.36601,"AT1G01725",-1.54581180237005,0.00132666813696556,0.00184614070873075,2.87723770133265
"58","1",275562,275612,58,"+",1,"50","0",2.68095,0.42214,2.95901,0.24106,"AT1G01750",0.281218041556946,0.779270509069068,0.797598299787592,0.108311759011577
"59","1",275547,275622,59,"-",1,"75","0",2.68095,0.42214,2.95901,0.24106,"AT1G04053",0.351779915981755,0.725846130130015,0.747147790541189,0.139155434283322
"60","1",282138,282507,60,"+",2,"51,24","0,345",16.50385,3.74645,0.83839,1.0446,"AT1G01770",-3.54262325310074,2.74588880068389e-10,6.07754997090384e-10,9.5613170542177
"61","1",283878,284153,61,"+",1,"275","0",70.93459,14.61643,15.04164,14.22257,"AT1G01780",-3.21278996676638,1.07907895966311e-85,1.83258215371875e-84,84.9669467754363
"62","1",290906,291106,62,"+",1,"200","0",35.88542,3.37708,29.29421,3.93732,"AT1G01790",-1.1848987315962,2.77588072739246e-05,4.41062860674258e-05,4.556599198357
"63","1",296488,296513,63,"-",1,"25","0",15.76597,18.83778,19.03631,15.58858,"AT1G01820",-0.779763524721997,9.00438586408887e-07,1.59249721773162e-06,6.04554590249272
"64","1",296025,296438,64,"-",2,"223,77","0,336",34.95078,7.44013,15.83071,4.6605,"AT1G01820",-0.706889821531286,0.00349764579358353,0.00468445828306407,2.45622417361121
"65","1",298850,298950,65,"-",1,"100","0",4.72241,11.18658,14.44984,10.92807,"AT1G01830",-0.248022606118087,0.232027095750995,0.258851378370628,0.634461295936616
"66","1",313650,313887,66,"-",2,"109,16","0,221",21.34925,22.37316,22.29122,28.28443,"AT1G01910",-1.42731501316182,1.12389739305694e-26,5.167344335894e-26,25.9492733361542
"67","1",313425,313600,67,"-",1,"175","0",25.40757,7.54566,12.13195,5.54439,"AT1G01910",-0.822695070738476,0.000462186936321146,0.00066818781935078,3.33518233398417
"68","1",319471,319621,68,"+",1,"150","0",23.39071,1.89961,3.00833,0.72318,"AT1G01920",-1.71516950117113,0.00264003253989547,0.0035714623120123,2.57839072017185
"69","1",319918,320793,69,"-",4,"227,45,78,25","0,333,461,850",42.72309,23.11189,38.17125,19.92767,"AT1G01930",-0.86991779206271,2.63403842898985e-11,6.17106764308576e-11,10.5793778932404
"70","1",324346,324371,70,"+",1,"25","0",4.03373,2.48004,1.1836,1.84813,"AT1G01940",-2.72863777632389,1.71604839377125e-08,3.41431807528961e-08,7.76547046890488
"71","1",324396,324865,71,"+",2,"20,230","0,239",37.48416,5.48776,15.53481,4.25874,"AT1G01940",-1.44234637683225,2.67323579913283e-08,5.25754085403256e-08,7.57296273157433
"72","1",330069,330306,72,"+",2,"86,64","0,173",13.87209,11.39765,4.53715,6.66934,"AT1G01950",-2.61149804515416,4.04676834319149e-26,1.82707120201729e-25,25.3928916560367
"73","1",330331,330481,73,"+",1,"150","0",18.76668,1.79407,5.86871,2.89273,"AT1G01950",-2.5439314319551,9.28271209873388e-12,2.22823017691774e-11,11.0323251188853
"74","1",330712,330862,74,"-",1,"150","0",42.45253,6.12096,8.53182,6.9104,"AT1G01960",-2.47067327061691,8.76545292666525e-26,3.91891831204059e-25,25.057225638216
"75","1",339453,339528,75,"+",1,"75","0",7.42796,15.03856,19.57879,15.18681,"AT1G01970",-0.104134439865052,0.55066847191366,0.580398456689848,0.259109787992824
"76","1",343967,344142,76,"-",1,"175","0",10.8222,6.12096,11.93468,10.04419,"AT1G01990",-2.3555319965412,5.32229958062332e-27,2.47242975329178e-26,26.2739006836084
"77","1",346215,346240,77,"+",1,"25","0",0.49192,0.84427,2.56448,0.56247,"AT1G02000",0.378048085940224,0.617024600168972,0.643446610776524,0.209697520724196
"78","1",347315,347340,78,"+",1,"25","0",19.72592,10.18401,3.30423,8.1157,"AT1G02000",-2.85722019104131,3.96694838777923e-29,1.97768840334791e-28,28.4015434499036
"79","1",351481,351506,79,"+",1,"25","0",4.2059,2.53281,0.78907,2.65167,"AT1G02010",-4.06881669067438,3.37737450415033e-16,1.01819500766559e-15,15.4714207794392
"80","1",352397,352422,80,"+",1,"25","0",7.13281,0.26383,0.83839,0,"AT1G02010",-0.201171277406844,0.884184443995298,0.89561786352972,0.0534571301748093
"81","1",354236,354561,81,"-",1,"325","0",11.80603,10.39508,20.31855,10.76737,"AT1G02020",-1.24592047969413,3.74158201412823e-11,8.68952956956278e-11,10.4269447307582
"82","1",359416,359441,82,"-",1,"25","0",7.40337,8.17887,0.93702,6.42828,"AT1G02050",-4.48501777820303,6.70475999344963e-30,3.42246776749533e-29,29.1736167637313
"83","1",359241,359366,83,"-",1,"125","0",10.89599,11.29211,10.65244,10.04419,"AT1G02050",-1.64233733241779,3.96470261356588e-16,1.19124834801085e-15,15.4017893829065
"84","1",359116,359191,84,"-",1,"75","0",4.69782,0.4749,1.23292,0.40177,"AT1G02050",-2.70827597186204,0.00166243232743673,0.00229503067673745,2.77925602447237
"85","1",365764,365839,85,"+",1,"75","0",1.74631,1.26641,1.92336,0.80353,"AT1G02065",-1.1477007511218,0.0617811105659137,0.0735070488348318,1.20914428916644
"86","1",365989,366039,86,"+",1,"50","0",1.50035,1.47747,1.62746,0.80353,"AT1G02065",-1.98434192731322,0.00127988044375648,0.00178407001873076,2.89283059679109
"87","1",386320,386439,87,"+",2,"13,12","0,107",7.182,5.90989,6.01666,4.98192,"AT1G02080",-0.997555994630784,0.000305736572417172,0.000448210196619061,3.51465260756455
"88","1",386489,386564,88,"+",1,"75","0",9.91215,6.59586,8.7784,6.50863,"AT1G02080",-1.64426876571747,1.4025842553274e-11,3.33906344183299e-11,10.8530710405711
"89","1",386589,386764,89,"+",1,"175","0",165.67801,14.88026,53.50879,10.3656,"AT1G02080",-1.1713270305817,2.86749408789947e-13,7.45730928932217e-13,12.5424974688392
"90","1",388934,389463,90,"-",4,"6,89,76,54","0,115,291,475",9.617,8.49547,6.36187,4.25874,"AT1G02090",-1.35672363199885,5.76210056646691e-07,1.03356063972501e-06,6.23941916620824
"91","1",388256,388281,91,"-",1,"25","0",42.45253,19.25991,14.35121,10.84772,"AT1G02090",-1.26504624627825,1.73082274613907e-13,4.55479670036597e-13,12.7617474060214
"92","1",387401,387681,92,"-",2,"102,98","0,182",106.03294,38.62536,37.23423,26.51665,"AT1G02090",-1.84442694174749,1.14793603993301e-61,1.29306156685084e-60,60.9400823090443
"93","1",392431,392816,93,"+",1,"385","0",144.25498,23.85063,92.66638,20.89191,"AT1G02100",-1.4042407968711,2.50295351652154e-32,1.38929808416312e-31,31.6015472157956
"94","1",393180,393455,94,"+",1,"275","0",17.58607,17.72967,21.15693,21.85615,"AT1G02110",-2.75250199183583,3.13393649294496e-78,4.73236996525022e-77,77.5039098084555
"95","1",394964,395064,95,"+",1,"100","0",9.05129,16.2522,23.32687,13.66009,"AT1G02110",-0.266357185801133,0.118155966716116,0.136529328473447,0.927544342195351
"96","1",395114,395289,96,"+",1,"175","0",11.51088,15.72453,22.63644,12.45479,"AT1G02110",-0.561194262059935,0.00106317349291978,0.00149384616344483,2.97339585977618
"97","1",395314,395489,97,"+",1,"175","0",12.86366,2.37451,6.85504,1.12495,"AT1G02110",-1.19989004132562,0.00947162234900356,0.0122113907667856,2.02357562639539
"98","1",395838,396045,98,"+",2,"108,17","0,190",13.2326,15.56623,13.56214,16.55282,"AT1G02120",-1.89043201443493,5.16494549668306e-29,2.56270718758621e-28,28.286934257032
"99","1",399185,399650,99,"+",2,"208,167","0,298",247.16425,247.89881,414.90273,195.7411,"AT1G02120",-0.325549121152922,7.38403058534891e-15,2.08219251544262e-14,14.1317065130898
"100","1",399675,399900,100,"+",1,"225","0",30.57271,3.27155,9.76474,1.36601,"AT1G02120",-1.08096564267668,0.00839406793115946,0.0108668556056878,2.07602752047021
"101","1",400382,400785,101,"-",2,"64,61","0,342",12.56851,14.24706,9.81405,16.0707,"AT1G02130",-2.01564948538105,6.73436272420734e-29,3.32998472422667e-28,28.17170349548
"102","1",400207,400357,102,"-",1,"150","0",69.92616,8.17887,20.36786,8.35676,"AT1G02130",-2.83021928755001,2.44116627203632e-46,2.00235278858127e-45,45.6124026390307
"103","1",404256,404306,103,"-",1,"50","0",8.19044,7.91503,3.2056,4.6605,"AT1G02140",-2.3475819874858,2.52838925578211e-15,7.29044754734719e-15,14.5971560638452
"104","1",403474,403793,104,"-",2,"52,23","0,296",24.5959,12.24192,8.67977,7.07111,"AT1G02140",-1.30364527922933,1.50789468340873e-09,3.2035732905508e-09,8.82162899003897
"105","1",403224,403374,105,"-",1,"150","0",36.20517,13.19172,8.58113,5.54439,"AT1G02140",-0.613874236792026,0.00702853339348078,0.00915325767507888,2.15313528743638
"106","1",408317,408570,106,"+",2,"12,163","0,90",71.72166,9.28697,13.95667,6.10687,"AT1G02145",-2.52374780741525,3.81672703458675e-31,2.02925532381875e-30,30.418308898896
"107","1",410401,410526,107,"+",1,"125","0",66.18758,26.38344,37.77671,57.13133,"AT1G02150",-2.39798802337257,3.31283736743289e-120,8.85936593282195e-119,119.479799883816
"108","1",411401,411576,108,"+",1,"175","0",26.21923,5.75159,8.53182,5.22298,"AT1G02160",-1.66984715776424,5.96303351963322e-11,1.36980730900665e-10,10.2245327493746
"109","1",411888,411988,109,"+",1,"100","0",6.76387,6.12096,7.00299,3.05343,"AT1G02170",-1.81536931003579,3.82381023141836e-09,7.90147640697572e-09,8.41750366908759
"110","1",412138,412188,110,"+",1,"50","0",6.71468,13.35002,8.4825,6.02651,"AT1G02170",-0.611348042023652,0.00958961461772777,0.0123541941213789,2.0181988456716
"111","1",422161,422186,111,"+",1,"25","0",4.2059,3.27155,3.2056,2.65167,"AT1G02205",-1.35146748093457,0.000316720895456147,0.000463806888500979,3.49932328338545
"112","1",446068,446093,112,"-",1,"25","0",4.08292,3.64091,2.86038,2.49096,"AT1G02270",-1.50818794195795,7.79010010156105e-05,0.000119573711552374,4.1084569616758
"113","1",443242,443670,113,"-",2,"283,42","0,386",59.64507,25.1698,19.38153,14.94575,"AT1G02270",-0.801810681951456,5.26735464010147e-08,1.01471736073273e-07,7.27840744050826
"114","1",448900,449081,114,"-",2,"73,27","0,154",48.01121,56.67163,48.03462,53.27436,"AT1G02280",-1.05755304901158,3.19245256199193e-31,1.70215848455611e-30,30.4958755473827
"115","1",450510,450585,115,"-",1,"75","0",9.91215,0.36937,1.67677,0.72318,"AT1G02290",-3.43791724236648,7.33323410735811e-06,1.21745673982985e-05,5.13470445029542
"116","1",457581,457744,116,"+",2,"46,29","0,134",103.3274,140.99311,134.83229,186.66116,"AT1G02305",-1.21867406115534,3.4951948312686e-112,8.39203867533201e-111,111.456528610537
"117","1",457957,458057,117,"+",1,"100","0",17.68446,2.00514,4.58647,1.12495,"AT1G02305",-0.458254743623946,0.337960166488979,0.36854124883949,0.471134484614322
"118","1",492608,492858,118,"+",1,"250","0",25.92408,3.42985,10.94834,5.14262,"AT1G02410",-1.73842657481266,2.78329071408698e-10,6.15670848627311e-10,9.55544142933614
"119","1",515143,515243,119,"-",1,"100","0",18.91425,14.14152,30.62577,21.05261,"AT1G02475",-0.699148414951632,2.15162923475334e-06,3.71174799168313e-06,5.66723256347655
"120","1",514317,514445,120,"-",2,"1,24","0,104",9.83836,6.49033,4.19193,10.76737,"AT1G02475",-3.28594713691051,1.12377512119196e-39,7.71057382423681e-39,38.9493205868066
"121","1",514131,514156,121,"-",1,"25","0",17.83203,11.08105,5.22759,8.99959,"AT1G02475",-2.23287663916758,4.73005965494923e-23,1.90785499920716e-22,22.3251333819573
"122","1",513835,513960,122,"-",1,"125","0",30.27756,1.95237,1.28224,0.80353,"AT1G02475",-2.37345723052549,5.47835323103403e-05,8.50268643139105e-05,4.26134996891609
"123","1",519594,519744,123,"+",1,"150","0",81.11729,125.95455,199.19079,393.16963,"AT1G02500",-2.2622644839052,0,0,Inf
"124","1",520244,520294,124,"+",1,"50","0",33.15528,7.4929,19.92401,18.40095,"AT1G02500",-2.20859826300095,1.00589124384628e-36,6.36083262169867e-36,35.9974489723126
"125","1",539723,540048,125,"+",1,"325","0",95.40751,33.71804,32.94366,24.34711,"AT1G02560",-1.3972407552531,1.1384292892554e-32,6.39834697698104e-32,31.9436939393483
"126","1",574393,574418,126,"-",1,"25","0",35.31972,66.4335,5.37554,6.26757,"AT1G02660",-1.04797220456184,2.13750993952685e-06,3.6884063206154e-06,5.67009185710429
"127","1",572500,572525,127,"-",1,"25","0",13.08502,24.16723,4.04398,2.65167,"AT1G02660",-0.27257516805994,0.381254405295662,0.412522752204802,0.418785129456191
"128","1",579906,579956,128,"+",1,"50","0",3.44343,2.32174,1.1836,0.40177,"AT1G02670",-0.427912421371978,0.569218985138612,0.59834033662879,0.244720623339271
"129","1",581853,582178,129,"+",1,"325","0",69.97535,16.77987,7.84138,8.83888,"AT1G02680",-2.39401955231278,1.3808469983796e-33,7.936387517437e-33,32.8598544397708
"130","1",589733,589858,130,"+",1,"125","0",6.49332,6.75416,7.84138,1.84813,"AT1G02705",0.0664138550969056,0.852578870703419,0.865515566133392,0.0692654345913241
"131","1",589930,589955,131,"-",1,"25","0",2.90232,3.53538,1.13429,1.92848,"AT1G02710",-2.78501238480197,4.64734385905318e-09,9.54759748117143e-09,8.33279519268909
"132","1",589730,589830,132,"-",1,"100","0",5.14054,4.69625,6.55914,1.28566,"AT1G02710",-2.10736882178125,6.36295020389104e-07,1.13721326963734e-06,6.19634147551593
"133","1",599679,599754,133,"-",1,"75","0",14.46239,6.17373,1.47951,1.60707,"AT1G02740",-1.24419972361387,0.00481474965082427,0.00636325437156389,2.31742628965932
"134","1",609375,609400,134,"-",1,"25","0",18.69289,45.74889,37.48081,45.64078,"AT1G02780",-0.784808337898294,2.77379670553974e-13,7.21862930013111e-13,12.556925371993
"135","1",609325,609350,135,"-",1,"25","0",17.63526,43.21608,32.54913,40.49816,"AT1G02780",-0.888880657068138,3.29996707746807e-15,9.45578129193716e-15,14.4814903928934
"136","1",608859,609300,136,"-",2,"79,21","0,420",76.19811,190.64674,92.37047,131.53866,"AT1G02780",-1.02003530326761,2.76226969952197e-64,3.2681353273136e-63,63.558733920509
"137","1",608430,608480,137,"-",1,"50","0",197.72648,663.70184,430.28959,531.21693,"AT1G02780",-0.425315978386775,3.91296843817416e-42,2.88485516226174e-41,41.4074936550848
"138","1",607948,608123,138,"-",1,"175","0",76.19811,27.43878,17.80339,9.80313,"AT1G02780",-0.813567877716681,9.29716197066363e-07,1.6430404685888e-06,6.03164960290653
"139","1",628352,628377,139,"+",1,"25","0",11.09275,26.96388,20.86103,24.10605,"AT1G02840",-0.887327533840103,6.00332782496064e-10,1.30416643297042e-09,9.22160794038824
"140","1",628402,628784,140,"+",2,"67,8","0,374",24.0302,29.76052,13.85804,13.8208,"AT1G02840",-1.35775130921552,1.44752863913187e-17,4.63260865038295e-17,16.8393728350659
"141","1",629284,629790,141,"+",3,"37,77,211","0,133,295",74.00908,41.79137,31.11894,27.07913,"AT1G02840",-1.05167372399445,1.43645061688642e-20,5.21740177694448e-20,19.8427092998373
"142","1",632999,633099,142,"+",1,"100","0",190.74124,55.88013,79.94263,59.783,"AT1G02850",-1.41436867541957,7.36151863001635e-71,9.76687016544159e-70,70.1330325844936
"143","1",638484,638509,143,"-",1,"25","0",1.62333,0.9498,1.47951,0.40177,"AT1G02870",-0.523646862539923,0.51036973925406,0.54093110335172,0.292115083629725
"144","1",638434,638459,144,"-",1,"25","0",2.18904,1.31917,1.47951,0.56247,"AT1G02870",-1.04119650483943,0.130191949550809,0.149737467977194,0.885415869636908
"145","1",637675,638334,145,"-",2,"48,77","0,582",20.46379,19.99865,10.30722,21.05261,"AT1G02870",-2.61684575984651,1.85245205190556e-59,1.99120060467836e-58,58.7322530243
"146","1",645906,645931,146,"-",1,"25","0",9.98594,15.03856,20.26923,16.39211,"AT1G02890",-0.487024446800106,0.00342876424327727,0.0045954778479798,2.46486237530025
"147","1",645647,645797,147,"-",2,"32,43","0,107",15.20027,15.09133,15.33754,17.11529,"AT1G02890",-1.52070858262903,2.55863357133567e-20,9.20266140063335e-20,19.5919919061182
"148","1",655817,656001,148,"-",2,"6,69","0,115",16.15951,22.21486,7.29889,17.67777,"AT1G02910",-2.34627557914845,9.8427326582116e-40,6.76575407584563e-39,39.0068843107533
"149","1",655642,655792,149,"-",1,"150","0",99.66261,11.13381,7.24958,5.7051,"AT1G02910",-3.29073437484758,1.20959385558778e-45,9.72641765827642e-45,44.9173604279367
"150","1",666981,667263,150,"-",2,"87,113","0,169",44.39561,8.33717,6.46051,4.58015,"AT1G02960",-1.5852498391202,8.42333816328234e-10,1.8150000856127e-09,9.07451576377486
"151","1",676072,676172,151,"+",1,"100","0",4.25509,0.73874,0.34522,0.64283,"AT1G02970",-4.30024516708674,3.8911846401987e-07,7.06599741483006e-07,6.40991816104491
"152","1",681455,681730,152,"-",1,"275","0",23.4399,3.95752,5.5728,3.05343,"AT1G02990",-1.60484657374759,5.81019223159011e-07,1.04188872523745e-06,6.23580949863587
"153","1",687969,688328,153,"-",2,"177,48","0,311",24.34995,6.06819,7.74275,3.13379,"AT1G03000",-0.938774943383006,0.00144295412684205,0.00200085097983704,2.84074747540411
"154","1",704196,704271,154,"-",1,"75","0",23.71045,16.67433,13.66077,10.3656,"AT1G03040",-1.01763611545834,1.56728780364452e-08,3.12427215655997e-08,7.80485124599613
"155","1",703946,704121,155,"-",1,"175","0",55.14402,13.13895,15.83071,8.19606,"AT1G03040",-0.646506149974386,0.000676209255623368,0.000964766942833673,3.16991888911795
